CANTIDAD,COD_PERIODO,IDPER,COD_UTP,ESTADO,FACULTAD
24,2006-1,15,12,GRADUADO,Ingeniería
6,2012-2,3,47,MATRICULADO,Ingeniería
20,2011-2,1,28,NO MATRICULADO,Ingeniería
11,2010-2,3,AZ,MATRICULADO,Ingeniería
14,2017-1,9,FI,MATRICULADO,Ingeniería
10,2010-2,22,AZ,GRADUADO,Ingeniería
31,2007-2,27,28,GRADUADO,Ingeniería
80,2007-1,0,37,MATRICULADO,Ingeniería
82,2006-2,0,28,MATRICULADO,Ingeniería
6,2020-1,1,FI,NO MATRICULADO,Ingeniería
29,2006-1,31,34,GRADUADO,Ingeniería
25,2020-2,2,47,NO MATRICULADO,Ingeniería
21,2017-2,6,34,MATRICULADO,Ingeniería
27,2012-2,12,12,MATRICULADO,Ingeniería
33,2015-2,5,12,NO MATRICULADO,Ingeniería
30,2015-2,5,28,NO MATRICULADO,Ingeniería
25,2009-1,17,28,GRADUADO,Ingeniería
46,2009-1,21,36,NO MATRICULADO,Ingeniería
18,2017-2,3,34,NO MATRICULADO,Ingeniería
44,2013-1,12,28,NO MATRICULADO,Ingeniería
29,2012-2,7,28,MATRICULADO,Ingeniería
22,2008-1,18,34,GRADUADO,Ingeniería
17,2016-1,1,28,NO MATRICULADO,Ingeniería
43,2010-1,10,12,MATRICULADO,Ingeniería
56,2008-1,16,37,NO MATRICULADO,Ingeniería
41,2012-1,9,12,NO MATRICULADO,Ingeniería
36,2016-1,2,37,NO MATRICULADO,Ingeniería
43,2010-2,12,12,NO MATRICULADO,Ingeniería
14,2012-2,6,37,MATRICULADO,Ingeniería
54,2007-2,18,37,NO MATRICULADO,Ingeniería
10,2011-2,6,AY,MATRICULADO,Ingeniería
54,2010-1,11,34,NO MATRICULADO,Ingeniería
16,2015-2,1,37,NO MATRICULADO,Ingeniería
58,2015-1,2,34,MATRICULADO,Ingeniería
9,2009-1,4,47,MATRICULADO,Ingeniería
38,2007-2,4,28,MATRICULADO,Ingeniería
10,2006-1,11,28,GRADUADO,Ingeniería
17,2014-2,10,28,MATRICULADO,Ingeniería
5,2013-1,13,AY,GRADUADO,Ingeniería
33,2019-2,3,28,NO MATRICULADO,Ingeniería
28,2015-2,10,36,NO MATRICULADO,Ingeniería
5,2015-2,10,47,NO MATRICULADO,Ingeniería
22,2014-1,13,34,GRADUADO,Ingeniería
27,2014-1,13,36,NO MATRICULADO,Ingeniería
46,2010-2,19,28,NO MATRICULADO,Ingeniería
32,2008-2,23,12,GRADUADO,Ingeniería
5,2013-1,17,AY,GRADUADO,Ingeniería
13,2012-1,19,36,GRADUADO,Ingeniería
35,2008-2,24,12,GRADUADO,Ingeniería
58,2011-2,13,28,NO MATRICULADO,Ingeniería
47,2008-2,17,36,NO MATRICULADO,Ingeniería
34,2015-1,5,34,NO MATRICULADO,Ingeniería
9,2010-1,18,37,GRADUADO,Ingeniería
5,2010-1,14,36,GRADUADO,Ingeniería
3,2008-1,22,28,MATRICULADO,Ingeniería
11,2018-2,1,12,NO MATRICULADO,Ingeniería
11,2015-2,7,36,MATRICULADO,Ingeniería
41,2010-2,10,12,MATRICULADO,Ingeniería
25,2008-2,14,12,MATRICULADO,Ingeniería
23,2012-1,2,12,NO MATRICULADO,Ingeniería
45,2006-2,21,12,NO MATRICULADO,Ingeniería
12,2010-2,11,AY,GRADUADO,Ingeniería
24,2007-2,15,12,GRADUADO,Ingeniería
3,2014-1,1,AY,NO MATRICULADO,Ingeniería
52,2012-2,6,12,MATRICULADO,Ingeniería
67,2008-1,0,37,MATRICULADO,Ingeniería
60,2009-1,25,34,NO MATRICULADO,Ingeniería
30,2008-2,26,28,GRADUADO,Ingeniería
6,2021-1,1,47,NO MATRICULADO,Ingeniería
37,2009-1,5,28,MATRICULADO,Ingeniería
18,2011-1,3,37,MATRICULADO,Ingeniería
33,2016-2,10,28,MATRICULADO,Ingeniería
29,2008-2,25,28,GRADUADO,Ingeniería
2,2014-2,9,47,NO MATRICULADO,Ingeniería
24,2018-2,3,34,MATRICULADO,Ingeniería
38,2010-1,19,12,GRADUADO,Ingeniería
28,2008-2,22,28,GRADUADO,Ingeniería
53,2007-2,24,36,NO MATRICULADO,Ingeniería
47,2008-2,23,28,NO MATRICULADO,Ingeniería
1,2014-1,9,37,GRADUADO,Ingeniería
45,2010-2,16,36,NO MATRICULADO,Ingeniería
20,2011-2,15,28,GRADUADO,Ingeniería
24,2007-1,23,34,GRADUADO,Ingeniería
38,2008-1,20,12,NO MATRICULADO,Ingeniería
40,2008-1,18,12,NO MATRICULADO,Ingeniería
40,2007-1,22,28,NO MATRICULADO,Ingeniería
29,2007-1,22,12,GRADUADO,Ingeniería
29,2017-1,1,37,NO MATRICULADO,Ingeniería
46,2015-2,5,12,MATRICULADO,Ingeniería
54,2016-2,2,28,MATRICULADO,Ingeniería
50,2014-1,8,34,NO MATRICULADO,Ingeniería
33,2007-2,10,28,MATRICULADO,Ingeniería
57,2011-2,8,28,NO MATRICULADO,Ingeniería
5,2015-1,2,AY,NO MATRICULADO,Ingeniería
8,2008-1,15,34,MATRICULADO,Ingeniería
4,2006-2,14,28,MATRICULADO,Ingeniería
29,2012-1,2,36,NO MATRICULADO,Ingeniería
33,2006-2,19,36,NO MATRICULADO,Ingeniería
11,2021-2,0,AZ,MATRICULADO,Ingeniería
21,2015-1,13,12,MATRICULADO,Ingeniería
56,2006-2,9,37,NO MATRICULADO,Ingeniería
65,2007-2,0,36,MATRICULADO,Ingeniería
14,2018-1,6,AY,NO MATRICULADO,Ingeniería
21,2017-1,8,28C,MATRICULADO,Ingeniería
6,2015-1,11,37,GRADUADO,Ingeniería
3,2011-1,18,12,MATRICULADO,Ingeniería
43,2006-1,27,12,NO MATRICULADO,Ingeniería
35,2009-1,24,12,GRADUADO,Ingeniería
14,2017-1,4,37,MATRICULADO,Ingeniería
28,2017-1,5,12,NO MATRICULADO,Ingeniería
16,2017-1,6,FI,MATRICULADO,Ingeniería
34,2014-1,12,28,NO MATRICULADO,Ingeniería
31,2007-2,23,28,GRADUADO,Ingeniería
16,2013-2,8,28,NO MATRICULADO,Ingeniería
5,2010-1,12,36,MATRICULADO,Ingeniería
24,2009-2,15,28,GRADUADO,Ingeniería
26,2006-2,19,12,GRADUADO,Ingeniería
35,2012-2,12,36,NO MATRICULADO,Ingeniería
47,2008-2,19,36,NO MATRICULADO,Ingeniería
6,2006-1,21,37,GRADUADO,Ingeniería
33,2015-2,4,12,NO MATRICULADO,Ingeniería
46,2015-1,4,34,MATRICULADO,Ingeniería
44,2013-1,6,34,MATRICULADO,Ingeniería
55,2006-2,15,37,NO MATRICULADO,Ingeniería
12,2013-2,4,47,GRADUADO,Ingeniería
46,2007-1,11,36,NO MATRICULADO,Ingeniería
41,2009-2,10,12,NO MATRICULADO,Ingeniería
34,2016-2,8,12,NO MATRICULADO,Ingeniería
43,2016-1,10,36,NO MATRICULADO,Ingeniería
9,2014-2,13,28,MATRICULADO,Ingeniería
18,2010-1,18,34,GRADUADO,Ingeniería
26,2017-1,2,28,NO MATRICULADO,Ingeniería
37,2014-1,12,12,NO MATRICULADO,Ingeniería
9,2012-2,14,AY,GRADUADO,Ingeniería
5,2016-1,4,47,NO MATRICULADO,Ingeniería
56,2010-1,13,36,NO MATRICULADO,Ingeniería
18,2010-1,15,34,GRADUADO,Ingeniería
55,2009-2,15,37,NO MATRICULADO,Ingeniería
66,2014-2,2,12,MATRICULADO,Ingeniería
61,2016-1,2,12,MATRICULADO,Ingeniería
29,2012-2,6,28,MATRICULADO,Ingeniería
52,2012-2,9,28,NO MATRICULADO,Ingeniería
14,2011-1,9,36,MATRICULADO,Ingeniería
43,2007-1,10,12,NO MATRICULADO,Ingeniería
15,2013-1,2,12,NO MATRICULADO,Ingeniería
46,2009-1,7,28,NO MATRICULADO,Ingeniería
48,2012-2,4,28,NO MATRICULADO,Ingeniería
16,2011-2,1,AY,NO MATRICULADO,Ingeniería
54,2013-1,16,34,NO MATRICULADO,Ingeniería
44,2007-2,3,37,NO MATRICULADO,Ingeniería
17,2013-2,14,47,GRADUADO,Ingeniería
12,2006-1,6,37,MATRICULADO,Ingeniería
46,2016-1,3,34,NO MATRICULADO,Ingeniería
1,2006-1,25,34,MATRICULADO,Ingeniería
20,2014-1,12,28,MATRICULADO,Ingeniería
18,2012-2,15,28,GRADUADO,Ingeniería
5,2009-2,17,28,MATRICULADO,Ingeniería
41,2008-1,16,12,NO MATRICULADO,Ingeniería
27,2009-1,16,12,GRADUADO,Ingeniería
2,2006-2,21,37,MATRICULADO,Ingeniería
64,2016-1,1,12,MATRICULADO,Ingeniería
54,2016-1,0,36,MATRICULADO,Ingeniería
39,2009-1,12,12,NO MATRICULADO,Ingeniería
24,2013-1,6,36,NO MATRICULADO,Ingeniería
54,2010-2,11,37,NO MATRICULADO,Ingeniería
39,2012-1,3,28,NO MATRICULADO,Ingeniería
56,2008-1,6,34,NO MATRICULADO,Ingeniería
21,2011-1,5,12,NO MATRICULADO,Ingeniería
10,2006-1,10,37,MATRICULADO,Ingeniería
17,2009-2,2,36,MATRICULADO,Ingeniería
21,2007-1,13,28,GRADUADO,Ingeniería
35,2006-2,14,36,NO MATRICULADO,Ingeniería
16,2006-2,16,12,MATRICULADO,Ingeniería
11,2012-2,1,AY,MATRICULADO,Ingeniería
46,2011-1,6,28,NO MATRICULADO,Ingeniería
32,2012-1,17,34,GRADUADO,Ingeniería
8,2011-1,19,37,GRADUADO,Ingeniería
40,2015-2,10,12,NO MATRICULADO,Ingeniería
37,2014-1,13,12,NO MATRICULADO,Ingeniería
39,2008-1,27,12,NO MATRICULADO,Ingeniería
37,2020-1,2,34,MATRICULADO,Ingeniería
25,2019-1,5,12,NO MATRICULADO,Ingeniería
37,2007-1,28,28,GRADUADO,Ingeniería
16,2018-1,1,28,NO MATRICULADO,Ingeniería
4,2008-2,18,47,NO MATRICULADO,Ingeniería
32,2008-1,19,28,GRADUADO,Ingeniería
29,2014-1,8,34,MATRICULADO,Ingeniería
4,2016-2,4,DV,MATRICULADO,Ingeniería
40,2006-1,23,28,NO MATRICULADO,Ingeniería
2,2015-2,6,DV,MATRICULADO,Ingeniería
22,2008-1,20,34,GRADUADO,Ingeniería
36,2011-1,11,12,MATRICULADO,Ingeniería
33,2014-2,5,12,NO MATRICULADO,Ingeniería
5,2014-1,6,47,GRADUADO,Ingeniería
47,2009-1,14,28,NO MATRICULADO,Ingeniería
11,2011-2,6,37,MATRICULADO,Ingeniería
6,2013-1,8,47,GRADUADO,Ingeniería
18,2006-1,20,36,GRADUADO,Ingeniería
9,2010-2,8,47,GRADUADO,Ingeniería
27,2013-2,1,37,MATRICULADO,Ingeniería
3,2009-2,12,37,MATRICULADO,Ingeniería
12,2014-1,15,28,MATRICULADO,Ingeniería
22,2008-2,3,36,MATRICULADO,Ingeniería
17,2019-2,1,AY,MATRICULADO,Ingeniería
45,2010-2,19,36,NO MATRICULADO,Ingeniería
6,2012-2,18,47,GRADUADO,Ingeniería
19,2013-2,14,28,NO MATRICULADO,Ingeniería
59,2011-2,18,28,NO MATRICULADO,Ingeniería
38,2010-1,21,12,GRADUADO,Ingeniería
47,2012-2,11,12,NO MATRICULADO,Ingeniería
24,2018-2,1,28,NO MATRICULADO,Ingeniería
8,2016-2,1,12,NO MATRICULADO,Ingeniería
49,2014-2,6,28,NO MATRICULADO,Ingeniería
8,2009-1,10,47,NO MATRICULADO,Ingeniería
58,2008-1,17,37,NO MATRICULADO,Ingeniería
18,2010-1,0,47,MATRICULADO,Ingeniería
18,2019-2,4,AY,NO MATRICULADO,Ingeniería
40,2018-2,6,28,MATRICULADO,Ingeniería
48,2007-1,3,34,NO MATRICULADO,Ingeniería
22,2015-1,9,12,NO MATRICULADO,Ingeniería
2,2014-1,11,47,NO MATRICULADO,Ingeniería
1,2014-1,11,37,GRADUADO,Ingeniería
6,2014-1,13,DV,GRADUADO,Ingeniería
1,2009-1,21,36,MATRICULADO,Ingeniería
28,2012-1,17,28,GRADUADO,Ingeniería
3,2010-2,21,36,GRADUADO,Ingeniería
18,2010-1,17,34,GRADUADO,Ingeniería
9,2010-2,13,47,GRADUADO,Ingeniería
48,2009-1,16,36,NO MATRICULADO,Ingeniería
61,2008-2,18,37,NO MATRICULADO,Ingeniería
10,2007-2,18,37,GRADUADO,Ingeniería
56,2010-1,9,36,NO MATRICULADO,Ingeniería
4,2006-2,13,36,GRADUADO,Ingeniería
15,2007-1,15,12,GRADUADO,Ingeniería
31,2014-1,3,37,NO MATRICULADO,Ingeniería
38,2014-1,0,36,MATRICULADO,Ingeniería
56,2013-1,3,34,MATRICULADO,Ingeniería
4,2010-1,8,47,GRADUADO,Ingeniería
8,2009-1,24,47,GRADUADO,Ingeniería
46,2009-1,3,12,MATRICULADO,Ingeniería
25,2020-2,1,47,MATRICULADO,Ingeniería
38,2021-2,0,TS,MATRICULADO,Ingeniería
23,2018-1,6,34,MATRICULADO,Ingeniería
29,2008-1,7,34,MATRICULADO,Ingeniería
28,2009-2,18,28,GRADUADO,Ingeniería
30,2018-1,4,37,NO MATRICULADO,Ingeniería
14,2014-2,11,28,MATRICULADO,Ingeniería
10,2014-2,0,47,MATRICULADO,Ingeniería
46,2008-2,7,36,NO MATRICULADO,Ingeniería
14,2013-1,2,28,NO MATRICULADO,Ingeniería
24,2006-2,14,28,GRADUADO,Ingeniería
39,2008-2,26,12,NO MATRICULADO,Ingeniería
31,2006-2,7,28,MATRICULADO,Ingeniería
39,2016-1,4,36,NO MATRICULADO,Ingeniería
12,2007-2,25,36,GRADUADO,Ingeniería
10,2010-1,17,47,NO MATRICULADO,Ingeniería
20,2010-2,14,12,MATRICULADO,Ingeniería
49,2015-2,3,12,MATRICULADO,Ingeniería
30,2013-1,4,28,NO MATRICULADO,Ingeniería
19,2009-1,10,36,MATRICULADO,Ingeniería
14,2008-2,7,36,MATRICULADO,Ingeniería
5,2008-2,7,47,NO MATRICULADO,Ingeniería
8,2010-2,4,47,NO MATRICULADO,Ingeniería
46,2008-1,5,36,NO MATRICULADO,Ingeniería
33,2017-2,8,12,NO MATRICULADO,Ingeniería
55,2016-1,11,34,NO MATRICULADO,Ingeniería
36,2015-2,12,37,NO MATRICULADO,Ingeniería
25,2008-1,1,34,NO MATRICULADO,Ingeniería
46,2006-2,28,12,NO MATRICULADO,Ingeniería
48,2012-1,11,28,NO MATRICULADO,Ingeniería
29,2009-2,21,28,GRADUADO,Ingeniería
9,2017-2,4,FI,MATRICULADO,Ingeniería
42,2015-1,8,34,MATRICULADO,Ingeniería
7,2016-2,4,FI,MATRICULADO,Ingeniería
11,2009-1,16,12,MATRICULADO,Ingeniería
24,2012-2,3,36,MATRICULADO,Ingeniería
55,2011-1,10,34,NO MATRICULADO,Ingeniería
2,2014-1,5,47,NO MATRICULADO,Ingeniería
14,2014-2,2,36,NO MATRICULADO,Ingeniería
25,2016-2,1,28,NO MATRICULADO,Ingeniería
49,2006-2,2,12,MATRICULADO,Ingeniería
35,2011-2,3,36,NO MATRICULADO,Ingeniería
20,2008-1,12,34,MATRICULADO,Ingeniería
5,2015-2,12,12,GRADUADO,Ingeniería
6,2014-1,14,DV,GRADUADO,Ingeniería
18,2015-1,4,12,NO MATRICULADO,Ingeniería
5,2014-1,11,47,GRADUADO,Ingeniería
10,2013-2,10,37,MATRICULADO,Ingeniería
32,2006-1,26,12,GRADUADO,Ingeniería
35,2007-1,25,28,GRADUADO,Ingeniería
17,2017-2,1,37,NO MATRICULADO,Ingeniería
31,2011-1,7,12,NO MATRICULADO,Ingeniería
4,2009-1,9,AZ,NO MATRICULADO,Ingeniería
17,2016-1,0,AY,MATRICULADO,Ingeniería
2,2013-2,5,DV,MATRICULADO,Ingeniería
41,2012-1,4,36,NO MATRICULADO,Ingeniería
9,2009-1,14,36,GRADUADO,Ingeniería
28,2014-2,2,37,MATRICULADO,Ingeniería
13,2006-1,13,34,MATRICULADO,Ingeniería
2,2017-1,4,AY,NO MATRICULADO,Ingeniería
5,2015-2,7,47,NO MATRICULADO,Ingeniería
16,2013-1,10,36,MATRICULADO,Ingeniería
12,2013-1,11,12,GRADUADO,Ingeniería
7,2006-1,20,12,MATRICULADO,Ingeniería
20,2012-2,1,12,NO MATRICULADO,Ingeniería
5,2011-2,9,DV,MATRICULADO,Ingeniería
9,2009-2,7,37,MATRICULADO,Ingeniería
9,2012-2,18,AY,GRADUADO,Ingeniería
8,2014-2,12,47,GRADUADO,Ingeniería
12,2008-2,22,36,GRADUADO,Ingeniería
10,2010-1,20,47,NO MATRICULADO,Ingeniería
17,2008-1,24,36,GRADUADO,Ingeniería
5,2007-1,19,12,MATRICULADO,Ingeniería
8,2008-2,13,12,GRADUADO,Ingeniería
39,2010-1,11,12,NO MATRICULADO,Ingeniería
36,2017-2,6,28,MATRICULADO,Ingeniería
5,2015-2,12,47,NO MATRICULADO,Ingeniería
10,2016-2,6,47,GRADUADO,Ingeniería
40,2015-1,9,34,MATRICULADO,Ingeniería
38,2015-1,10,34,MATRICULADO,Ingeniería
30,2018-2,2,28,NO MATRICULADO,Ingeniería
15,2014-1,5,AY,NO MATRICULADO,Ingeniería
9,2010-2,10,47,GRADUADO,Ingeniería
4,2008-2,17,47,NO MATRICULADO,Ingeniería
4,2007-1,20,28,MATRICULADO,Ingeniería
7,2012-2,12,37,GRADUADO,Ingeniería
12,2013-2,12,28,GRADUADO,Ingeniería
7,2016-1,2,47,MATRICULADO,Ingeniería
4,2010-2,11,12,GRADUADO,Ingeniería
32,2015-1,4,34,NO MATRICULADO,Ingeniería
5,2010-2,13,47,NO MATRICULADO,Ingeniería
13,2010-1,4,47,NO MATRICULADO,Ingeniería
7,2019-1,5,TS,MATRICULADO,Ingeniería
13,2013-1,15,36,GRADUADO,Ingeniería
8,2008-2,19,37,GRADUADO,Ingeniería
13,2007-1,23,37,GRADUADO,Ingeniería
6,2008-1,13,37,GRADUADO,Ingeniería
2,2013-2,3,DV,MATRICULADO,Ingeniería
45,2010-2,11,36,NO MATRICULADO,Ingeniería
53,2009-2,13,37,NO MATRICULADO,Ingeniería
1,2011-1,7,AZ,GRADUADO,Ingeniería
7,2012-1,2,47,MATRICULADO,Ingeniería
12,2007-2,9,37,MATRICULADO,Ingeniería
15,2009-1,0,47,MATRICULADO,Ingeniería
22,2008-1,25,34,GRADUADO,Ingeniería
5,2008-2,25,12,MATRICULADO,Ingeniería
36,2015-1,8,34,NO MATRICULADO,Ingeniería
7,2012-2,11,AY,NO MATRICULADO,Ingeniería
3,2012-2,11,DV,NO MATRICULADO,Ingeniería
21,2008-2,13,28,MATRICULADO,Ingeniería
13,2007-2,14,28,MATRICULADO,Ingeniería
18,2009-2,13,28,MATRICULADO,Ingeniería
15,2007-2,17,12,MATRICULADO,Ingeniería
8,2013-2,16,28,MATRICULADO,Ingeniería
12,2007-2,7,36,MATRICULADO,Ingeniería
17,2010-1,4,37,MATRICULADO,Ingeniería
2,2009-1,2,AZ,MATRICULADO,Ingeniería
16,2007-1,9,37,MATRICULADO,Ingeniería
24,2020-1,0,47,MATRICULADO,Ingeniería
3,2010-2,18,47,NO MATRICULADO,Ingeniería
3,2019-1,1,47,NO MATRICULADO,Ingeniería
1,2011-2,18,DV,NO MATRICULADO,Ingeniería
4,2016-1,2,47,NO MATRICULADO,Ingeniería
11,2011-2,14,28,MATRICULADO,Ingeniería
23,2015-1,8,36,MATRICULADO,Ingeniería
13,2010-2,11,AY,NO MATRICULADO,Ingeniería
8,2014-1,0,47,MATRICULADO,Ingeniería
4,2007-2,13,37,GRADUADO,Ingeniería
6,2011-1,9,47,NO MATRICULADO,Ingeniería
14,2006-2,9,36,MATRICULADO,Ingeniería
2,2014-2,10,47,NO MATRICULADO,Ingeniería
7,2011-2,19,AY,GRADUADO,Ingeniería
7,2010-1,21,36,GRADUADO,Ingeniería
6,2016-2,5,47,NO MATRICULADO,Ingeniería
16,2012-1,9,36,MATRICULADO,Ingeniería
14,2007-1,14,34,GRADUADO,Ingeniería
13,2011-2,5,37,MATRICULADO,Ingeniería
7,2010-1,8,36,MATRICULADO,Ingeniería
14,2020-2,2,47,MATRICULADO,Ingeniería
7,2014-1,15,AY,GRADUADO,Ingeniería
35,2015-2,6,28,NO MATRICULADO,Ingeniería
9,2012-2,16,12,MATRICULADO,Ingeniería
8,2012-1,12,37,MATRICULADO,Ingeniería
6,2006-1,23,37,GRADUADO,Ingeniería
8,2013-1,8,37,MATRICULADO,Ingeniería
1,2010-1,15,37,MATRICULADO,Ingeniería
40,2007-1,12,12,NO MATRICULADO,Ingeniería
8,2011-1,6,47,NO MATRICULADO,Ingeniería
9,2008-1,27,37,GRADUADO,Ingeniería
14,2014-1,10,AY,NO MATRICULADO,Ingeniería
6,2012-2,11,AY,GRADUADO,Ingeniería
7,2011-1,13,34,MATRICULADO,Ingeniería
8,2007-1,16,34,MATRICULADO,Ingeniería
1,2010-1,6,AT,MATRICULADO,Ingeniería
4,2015-1,10,47,GRADUADO,Ingeniería
19,2014-1,12,34,GRADUADO,Ingeniería
1,2010-1,18,AT,GRADUADO,Ingeniería
10,2017-1,4,AY,MATRICULADO,Ingeniería
6,2008-2,18,28,MATRICULADO,Ingeniería
20,2019-1,2,28,NO MATRICULADO,Ingeniería
17,2017-2,5,37,MATRICULADO,Ingeniería
7,2013-2,14,AZ,GRADUADO,Ingeniería
10,2012-2,17,37,GRADUADO,Ingeniería
5,2012-2,13,47,NO MATRICULADO,Ingeniería
13,2013-1,3,AY,MATRICULADO,Ingeniería
25,2015-1,12,12,MATRICULADO,Ingeniería
7,2013-2,15,AZ,GRADUADO,Ingeniería
41,2016-2,4,37,NO MATRICULADO,Ingeniería
3,2007-2,18,36,MATRICULADO,Ingeniería
2,2018-2,6,37,NO MATRICULADO,Ingeniería
18,2013-2,15,28,NO MATRICULADO,Ingeniería
3,2006-1,22,34,MATRICULADO,Ingeniería
34,2007-1,3,12,NO MATRICULADO,Ingeniería
12,2013-1,8,AY,NO MATRICULADO,Ingeniería
2,2014-2,11,37,GRADUADO,Ingeniería
14,2011-1,6,37,MATRICULADO,Ingeniería
12,2008-1,12,12,GRADUADO,Ingeniería
47,2007-2,4,36,NO MATRICULADO,Ingeniería
24,2009-1,24,34,GRADUADO,Ingeniería
11,2016-1,0,47,MATRICULADO,Ingeniería
3,2009-1,18,37,MATRICULADO,Ingeniería
7,2010-2,10,37,MATRICULADO,Ingeniería
7,2013-2,14,37,GRADUADO,Ingeniería
5,2010-2,10,47,NO MATRICULADO,Ingeniería
8,2011-1,13,36,GRADUADO,Ingeniería
2,2011-2,6,47,GRADUADO,Ingeniería
2,2012-2,1,47,NO MATRICULADO,Ingeniería
25,2010-2,14,28,GRADUADO,Ingeniería
10,2008-2,15,36,GRADUADO,Ingeniería
12,2008-1,11,37,MATRICULADO,Ingeniería
9,2007-1,16,28,MATRICULADO,Ingeniería
7,2011-1,18,37,GRADUADO,Ingeniería
5,2016-2,10,FI,MATRICULADO,Ingeniería
28,2006-2,29,28,GRADUADO,Ingeniería
4,2016-2,9,47,NO MATRICULADO,Ingeniería
10,2007-2,19,36,GRADUADO,Ingeniería
13,2009-2,12,28,GRADUADO,Ingeniería
10,2014-1,11,36,MATRICULADO,Ingeniería
9,2014-2,11,28,GRADUADO,Ingeniería
19,2014-2,7,36,NO MATRICULADO,Ingeniería
12,2011-1,14,47,GRADUADO,Ingeniería
11,2018-1,6,47,GRADUADO,Ingeniería
10,2015-1,11,AY,NO MATRICULADO,Ingeniería
6,2020-1,1,12,NO MATRICULADO,Ingeniería
2,2008-2,21,28,MATRICULADO,Ingeniería
3,2011-2,18,47,GRADUADO,Ingeniería
3,2012-1,14,36,MATRICULADO,Ingeniería
14,2016-1,2,12,NO MATRICULADO,Ingeniería
1,2008-2,10,47,GRADUADO,Ingeniería
8,2013-1,16,AY,NO MATRICULADO,Ingeniería
5,2014-2,7,47,GRADUADO,Ingeniería
8,2008-1,12,37,MATRICULADO,Ingeniería
3,2014-1,4,47,GRADUADO,Ingeniería
9,2012-2,1,47,MATRICULADO,Ingeniería
4,2007-1,15,36,MATRICULADO,Ingeniería
2,2020-2,2,TS,NO MATRICULADO,Ingeniería
6,2017-2,7,47,NO MATRICULADO,Ingeniería
4,2010-1,18,28,MATRICULADO,Ingeniería
7,2015-1,12,36,GRADUADO,Ingeniería
5,2010-2,12,47,NO MATRICULADO,Ingeniería
6,2014-1,6,DV,MATRICULADO,Ingeniería
4,2012-2,5,DV,MATRICULADO,Ingeniería
1,2012-1,19,37,MATRICULADO,Ingeniería
5,2011-2,8,DV,MATRICULADO,Ingeniería
3,2009-1,16,34,MATRICULADO,Ingeniería
2,2014-2,10,37,GRADUADO,Ingeniería
5,2018-1,7,AY,GRADUADO,Ingeniería
12,2011-1,16,47,GRADUADO,Ingeniería
11,2006-1,12,12,GRADUADO,Ingeniería
8,2011-2,20,36,GRADUADO,Ingeniería
5,2019-1,2,47,NO MATRICULADO,Ingeniería
5,2012-1,14,28,MATRICULADO,Ingeniería
8,2012-1,13,37,MATRICULADO,Ingeniería
1,2009-2,19,47,GRADUADO,Ingeniería
5,2014-2,8,47,GRADUADO,Ingeniería
23,2010-2,1,36,NO MATRICULADO,Ingeniería
6,2010-1,11,37,MATRICULADO,Ingeniería
4,2011-2,10,37,GRADUADO,Ingeniería
10,2012-1,19,37,GRADUADO,Ingeniería
2,2015-1,5,47,NO MATRICULADO,Ingeniería
8,2010-1,14,37,GRADUADO,Ingeniería
2,2011-2,9,47,GRADUADO,Ingeniería
3,2008-1,21,28,MATRICULADO,Ingeniería
9,2006-2,19,37,GRADUADO,Ingeniería
14,2011-1,2,47,MATRICULADO,Ingeniería
6,2010-2,7,AZ,NO MATRICULADO,Ingeniería
3,2007-1,18,36,MATRICULADO,Ingeniería
1,2012-2,9,47,MATRICULADO,Ingeniería
8,2007-2,12,37,MATRICULADO,Ingeniería
5,2011-2,16,DV,GRADUADO,Ingeniería
12,2011-1,9,37,MATRICULADO,Ingeniería
12,2020-1,3,AY,MATRICULADO,Ingeniería
5,2010-2,10,AZ,GRADUADO,Ingeniería
4,2014-2,13,37,GRADUADO,Ingeniería
13,2011-1,5,37,MATRICULADO,Ingeniería
5,2020-2,2,AT,NO MATRICULADO,Ingeniería
1,2009-2,15,47,NO MATRICULADO,Ingeniería
3,2015-1,4,DV,MATRICULADO,Ingeniería
2,2011-2,19,37,MATRICULADO,Ingeniería
4,2011-2,16,47,NO MATRICULADO,Ingeniería
3,2009-1,24,12,MATRICULADO,Ingeniería
1,2006-1,20,28,MATRICULADO,Ingeniería
13,2014-2,2,36,MATRICULADO,Ingeniería
10,2009-1,7,47,NO MATRICULADO,Ingeniería
9,2006-1,15,28,MATRICULADO,Ingeniería
2,2011-2,20,37,MATRICULADO,Ingeniería
1,2011-1,11,36,GRADUADO,Ingeniería
5,2012-2,0,DV,MATRICULADO,Ingeniería
1,2009-2,24,47,GRADUADO,Ingeniería
2,2017-2,8,DV,NO MATRICULADO,Ingeniería
1,2016-1,10,47,MATRICULADO,Ingeniería
2,2012-2,5,AY,NO MATRICULADO,Ingeniería
7,2009-1,13,47,GRADUADO,Ingeniería
4,2009-1,5,47,MATRICULADO,Ingeniería
3,2009-1,22,12,MATRICULADO,Ingeniería
3,2009-2,24,37,GRADUADO,Ingeniería
6,2008-2,13,37,GRADUADO,Ingeniería
3,2015-1,3,47,MATRICULADO,Ingeniería
2,2006-1,16,37,MATRICULADO,Ingeniería
3,2012-2,5,47,GRADUADO,Ingeniería
3,2014-1,10,12,GRADUADO,Ingeniería
1,2011-1,20,AZ,GRADUADO,Ingeniería
2,2011-2,4,AY,NO MATRICULADO,Ingeniería
8,2012-1,13,36,GRADUADO,Ingeniería
