CANTIDAD,COD_PERIODO,IDPER,COD_UTP,ESTADO,FACULTAD
2,2013-2,14,47,NO MATRICULADO,Ingeniería
12,2006-2,6,37,MATRICULADO,Ingeniería
4,2016-2,6,47,NO MATRICULADO,Ingeniería
3,2008-1,19,28,MATRICULADO,Ingeniería
2,2016-1,8,47,MATRICULADO,Ingeniería
3,2014-2,7,47,NO MATRICULADO,Ingeniería
6,2011-2,15,36,GRADUADO,Ingeniería
2,2011-2,20,28,MATRICULADO,Ingeniería
3,2018-2,6,37,MATRICULADO,Ingeniería
7,2012-2,10,AY,NO MATRICULADO,Ingeniería
4,2016-1,1,DV,NO MATRICULADO,Ingeniería
2,2009-2,3,47,NO MATRICULADO,Ingeniería
1,2012-1,5,DV,MATRICULADO,Ingeniería
1,2007-1,29,34,MATRICULADO,Ingeniería
9,2010-1,22,47,GRADUADO,Ingeniería
1,2008-2,1,47,NO MATRICULADO,Ingeniería
1,2012-1,9,DV,MATRICULADO,Ingeniería
2,2014-1,13,36,MATRICULADO,Ingeniería
1,2007-2,10,28,GRADUADO,Ingeniería
3,2009-1,19,AZ,NO MATRICULADO,Ingeniería
2,2013-2,7,DV,MATRICULADO,Ingeniería
9,2013-2,4,36,MATRICULADO,Ingeniería
2,2012-2,4,47,GRADUADO,Ingeniería
2,2019-2,1,TS,NO MATRICULADO,Ingeniería
4,2006-2,15,28,MATRICULADO,Ingeniería
5,2012-2,13,36,GRADUADO,Ingeniería
1,2011-1,15,36,MATRICULADO,Ingeniería
2,2008-2,15,37,MATRICULADO,Ingeniería
2,2013-2,8,DV,MATRICULADO,Ingeniería
5,2020-1,2,DV,MATRICULADO,Ingeniería
3,2013-1,16,37,GRADUADO,Ingeniería
2,2014-2,7,47,MATRICULADO,Ingeniería
1,2010-2,20,36,MATRICULADO,Ingeniería
1,2012-2,12,AY,MATRICULADO,Ingeniería
2,2012-2,14,37,MATRICULADO,Ingeniería
2,2015-1,4,47,NO MATRICULADO,Ingeniería
2,2015-1,12,DV,GRADUADO,Ingeniería
1,2018-1,3,47,GRADUADO,Ingeniería
2,2014-2,11,47,NO MATRICULADO,Ingeniería
3,2020-2,0,TS,MATRICULADO,Ingeniería
1,2010-2,10,12,GRADUADO,Ingeniería
1,2007-1,23,37,MATRICULADO,Ingeniería
2,2015-2,9,47,GRADUADO,Ingeniería
2,2007-2,27,12,MATRICULADO,Ingeniería
4,2008-2,12,37,MATRICULADO,Ingeniería
1,2008-1,22,34,MATRICULADO,Ingeniería
1,2010-1,22,37,MATRICULADO,Ingeniería
5,2010-2,14,37,GRADUADO,Ingeniería
1,2011-2,10,DV,NO MATRICULADO,Ingeniería
2,2015-1,9,28,GRADUADO,Ingeniería
1,2016-1,9,47,MATRICULADO,Ingeniería
1,2009-2,15,47,GRADUADO,Ingeniería
2,2012-1,4,47,GRADUADO,Ingeniería
2,2012-2,6,DV,MATRICULADO,Ingeniería
1,2011-2,19,36,MATRICULADO,Ingeniería
1,2010-1,1,AT,MATRICULADO,Ingeniería
1,2008-1,23,12,MATRICULADO,Ingeniería
3,2011-1,10,34,GRADUADO,Ingeniería
1,2009-2,13,47,NO MATRICULADO,Ingeniería
2,2012-2,14,36,MATRICULADO,Ingeniería
1,2008-2,11,36,GRADUADO,Ingeniería
1,2008-1,24,34,MATRICULADO,Ingeniería
2,2015-1,5,47,MATRICULADO,Ingeniería
5,2018-1,4,AY,MATRICULADO,Ingeniería
1,2016-2,10,12,GRADUADO,Ingeniería
1,2017-1,5,47,MATRICULADO,Ingeniería
1,2007-1,21,37,MATRICULADO,Ingeniería
2,2012-1,15,34,MATRICULADO,Ingeniería
1,2010-1,5,AT,NO MATRICULADO,Ingeniería
3,2011-2,12,47,GRADUADO,Ingeniería
2,2016-2,9,DV,MATRICULADO,Ingeniería
1,2009-1,23,34,MATRICULADO,Ingeniería
1,2013-2,2,47,NO MATRICULADO,Ingeniería
1,2008-2,16,47,MATRICULADO,Ingeniería
1,2011-1,12,37,GRADUADO,Ingeniería
1,2012-1,6,DV,MATRICULADO,Ingeniería
1,2015-1,13,DV,NO MATRICULADO,Ingeniería
1,2009-2,21,47,GRADUADO,Ingeniería
1,2009-1,22,AZ,GRADUADO,Ingeniería
1,2010-1,23,37,MATRICULADO,Ingeniería
1,2019-2,4,AT,GRADUADO,Ingeniería
1,2013-2,10,DV,GRADUADO,Ingeniería
1,2015-1,4,DV,NO MATRICULADO,Ingeniería
2,2017-1,3,AY,NO MATRICULADO,Ingeniería
2,2013-2,15,47,NO MATRICULADO,Ingeniería
1,2013-1,11,AY,MATRICULADO,Ingeniería
1,2020-2,1,TS,MATRICULADO,Ingeniería
3,2013-2,14,37,MATRICULADO,Ingeniería
1,2011-2,8,DV,NO MATRICULADO,Ingeniería
1,2015-1,10,37,GRADUADO,Ingeniería
3,2014-1,11,DV,GRADUADO,Ingeniería
2,2010-2,13,36,MATRICULADO,Ingeniería
2,2012-2,18,DV,GRADUADO,Ingeniería
2,2010-2,20,36,GRADUADO,Ingeniería
1,2009-1,19,47,MATRICULADO,Ingeniería
3,2015-2,1,47,NO MATRICULADO,Ingeniería
1,2009-1,6,AZ,MATRICULADO,Ingeniería
1,2016-2,8,47,MATRICULADO,Ingeniería
1,2009-1,14,47,MATRICULADO,Ingeniería
1,2009-2,20,47,NO MATRICULADO,Ingeniería
1,2012-1,2,DV,MATRICULADO,Ingeniería
1,2014-1,12,47,MATRICULADO,Ingeniería
1,2009-1,21,AZ,GRADUADO,Ingeniería
1,2009-2,10,47,MATRICULADO,Ingeniería
1,2013-2,14,36,GRADUADO,Ingeniería
58,2008-1,1,28,MATRICULADO,Ingeniería
39,2007-1,6,28,MATRICULADO,Ingeniería
48,2007-1,5,34,NO MATRICULADO,Ingeniería
38,2006-1,9,12,MATRICULADO,Ingeniería
66,2006-2,1,28,MATRICULADO,Ingeniería
52,2006-1,2,12,MATRICULADO,Ingeniería
63,2007-2,1,28,MATRICULADO,Ingeniería
43,2007-1,2,34,MATRICULADO,Ingeniería
56,2012-2,17,28,NO MATRICULADO,Ingeniería
28,2008-2,23,28,GRADUADO,Ingeniería
47,2009-1,23,36,NO MATRICULADO,Ingeniería
51,2007-1,26,34,NO MATRICULADO,Ingeniería
15,2014-1,13,AY,NO MATRICULADO,Ingeniería
35,2008-1,25,28,GRADUADO,Ingeniería
61,2006-1,29,37,NO MATRICULADO,Ingeniería
45,2017-2,4,28,NO MATRICULADO,Ingeniería
63,2008-1,27,34,NO MATRICULADO,Ingeniería
51,2008-1,27,36,NO MATRICULADO,Ingeniería
86,2021-1,0,12,MATRICULADO,Ingeniería
47,2010-2,21,28,NO MATRICULADO,Ingeniería
6,2019-2,4,47,NO MATRICULADO,Ingeniería
57,2016-1,8,28,MATRICULADO,Ingeniería
54,2017-1,8,28,MATRICULADO,Ingeniería
54,2007-2,27,37,NO MATRICULADO,Ingeniería
51,2007-1,28,34,NO MATRICULADO,Ingeniería
48,2017-1,8,12,MATRICULADO,Ingeniería
38,2016-2,9,12,NO MATRICULADO,Ingeniería
61,2015-1,13,37,NO MATRICULADO,Ingeniería
69,2011-1,18,37,NO MATRICULADO,Ingeniería
27,2013-2,16,37,NO MATRICULADO,Ingeniería
33,2018-1,5,FI,NO MATRICULADO,Ingeniería
43,2016-2,1,34,MATRICULADO,Ingeniería
55,2009-2,17,37,NO MATRICULADO,Ingeniería
60,2009-1,18,34,NO MATRICULADO,Ingeniería
61,2012-1,13,37,NO MATRICULADO,Ingeniería
49,2012-1,13,28,NO MATRICULADO,Ingeniería
49,2007-2,21,28,NO MATRICULADO,Ingeniería
54,2014-2,9,28,NO MATRICULADO,Ingeniería
38,2014-2,9,37,NO MATRICULADO,Ingeniería
13,2007-1,22,37,GRADUADO,Ingeniería
33,2014-1,10,28,NO MATRICULADO,Ingeniería
48,2017-2,0,37,MATRICULADO,Ingeniería
39,2009-2,18,36,NO MATRICULADO,Ingeniería
44,2015-1,5,28,MATRICULADO,Ingeniería
54,2009-2,19,37,NO MATRICULADO,Ingeniería
9,2008-1,22,37,GRADUADO,Ingeniería
14,2017-1,2,FV12,MATRICULADO,Ingeniería
56,2011-1,17,34,NO MATRICULADO,Ingeniería
28,2006-2,25,12,GRADUADO,Ingeniería
68,2011-1,13,37,NO MATRICULADO,Ingeniería
56,2010-1,19,36,NO MATRICULADO,Ingeniería
47,2009-2,20,12,NO MATRICULADO,Ingeniería
18,2009-1,21,36,GRADUADO,Ingeniería
49,2012-2,11,37,NO MATRICULADO,Ingeniería
38,2006-1,27,36,NO MATRICULADO,Ingeniería
27,2006-2,22,28,GRADUADO,Ingeniería
60,2008-1,16,34,NO MATRICULADO,Ingeniería
39,2007-1,17,28,NO MATRICULADO,Ingeniería
44,2012-2,8,12,MATRICULADO,Ingeniería
51,2007-2,15,28,NO MATRICULADO,Ingeniería
12,2011-1,11,36,MATRICULADO,Ingeniería
40,2011-1,11,12,NO MATRICULADO,Ingeniería
40,2012-1,3,36,NO MATRICULADO,Ingeniería
51,2013-2,2,12,MATRICULADO,Ingeniería
49,2007-2,18,28,NO MATRICULADO,Ingeniería
48,2009-1,12,28,NO MATRICULADO,Ingeniería
52,2011-1,7,34,NO MATRICULADO,Ingeniería
44,2010-2,13,12,NO MATRICULADO,Ingeniería
113,2016-1,0,28,MATRICULADO,Ingeniería
24,2014-2,2,28,NO MATRICULADO,Ingeniería
23,2014-2,2,37,NO MATRICULADO,Ingeniería
41,2008-2,17,12,NO MATRICULADO,Ingeniería
45,2013-2,4,12,MATRICULADO,Ingeniería
46,2012-1,7,12,MATRICULADO,Ingeniería
15,2008-2,14,12,GRADUADO,Ingeniería
56,2010-1,8,36,NO MATRICULADO,Ingeniería
45,2009-1,10,28,NO MATRICULADO,Ingeniería
43,2011-2,2,37,NO MATRICULADO,Ingeniería
18,2014-2,14,12,MATRICULADO,Ingeniería
9,2014-1,15,36,GRADUADO,Ingeniería
33,2012-1,19,12,GRADUADO,Ingeniería
20,2006-2,12,28,GRADUADO,Ingeniería
60,2008-2,10,37,NO MATRICULADO,Ingeniería
36,2006-2,2,37,NO MATRICULADO,Ingeniería
31,2008-2,7,12,NO MATRICULADO,Ingeniería
58,2006-1,9,34,NO MATRICULADO,Ingeniería
56,2006-1,2,34,MATRICULADO,Ingeniería
58,2006-2,11,37,NO MATRICULADO,Ingeniería
37,2009-1,2,34,NO MATRICULADO,Ingeniería
40,2021-2,0,34,MATRICULADO,Ingeniería
75,2021-2,0,12,MATRICULADO,Ingeniería
40,2008-2,6,28,NO MATRICULADO,Ingeniería
4,2009-1,1,AZ,MATRICULADO,Ingeniería
53,2007-2,8,36,NO MATRICULADO,Ingeniería
48,2008-1,3,37,NO MATRICULADO,Ingeniería
53,2017-2,6,12,MATRICULADO,Ingeniería
16,2017-1,7,FV28,NO MATRICULADO,Ingeniería
52,2017-2,7,28,NO MATRICULADO,Ingeniería
4,2013-2,13,37,MATRICULADO,Ingeniería
49,2012-1,15,12,NO MATRICULADO,Ingeniería
11,2012-1,15,12,MATRICULADO,Ingeniería
15,2014-1,14,AY,NO MATRICULADO,Ingeniería
3,2009-2,21,28,MATRICULADO,Ingeniería
33,2012-2,17,12,GRADUADO,Ingeniería
43,2010-1,22,28,GRADUADO,Ingeniería
22,2008-1,27,34,GRADUADO,Ingeniería
55,2006-2,29,37,NO MATRICULADO,Ingeniería
53,2006-2,29,28,NO MATRICULADO,Ingeniería
79,2020-2,0,12,MATRICULADO,Ingeniería
15,2020-1,2,AY,MATRICULADO,Ingeniería
48,2020-1,2,FI,MATRICULADO,Ingeniería
30,2009-2,22,12,GRADUADO,Ingeniería
59,2016-1,7,28,MATRICULADO,Ingeniería
15,2009-1,16,36,GRADUADO,Ingeniería
67,2016-2,0,37,MATRICULADO,Ingeniería
52,2015-2,5,28,MATRICULADO,Ingeniería
16,2015-2,2,37,MATRICULADO,Ingeniería
89,2018-2,0,28,MATRICULADO,Ingeniería
52,2015-1,6,12,MATRICULADO,Ingeniería
31,2014-2,4,28,MATRICULADO,Ingeniería
46,2017-1,3,34,MATRICULADO,Ingeniería
42,2011-2,13,36,NO MATRICULADO,Ingeniería
25,2011-2,13,12,MATRICULADO,Ingeniería
33,2006-2,22,36,NO MATRICULADO,Ingeniería
53,2011-1,14,28,NO MATRICULADO,Ingeniería
19,2017-1,0,47,MATRICULADO,Ingeniería
41,2016-2,5,28,MATRICULADO,Ingeniería
54,2013-1,11,34,NO MATRICULADO,Ingeniería
64,2016-1,6,28,MATRICULADO,Ingeniería
41,2015-1,8,28,MATRICULADO,Ingeniería
48,2014-1,10,12,MATRICULADO,Ingeniería
39,2013-1,8,34,MATRICULADO,Ingeniería
3,2012-2,13,DV,NO MATRICULADO,Ingeniería
56,2011-2,11,37,NO MATRICULADO,Ingeniería
68,2011-1,16,37,NO MATRICULADO,Ingeniería
46,2007-1,23,36,NO MATRICULADO,Ingeniería
11,2015-1,5,AY,NO MATRICULADO,Ingeniería
55,2010-1,14,34,NO MATRICULADO,Ingeniería
55,2007-2,16,36,NO MATRICULADO,Ingeniería
29,2007-1,17,28,GRADUADO,Ingeniería
40,2006-1,18,28,NO MATRICULADO,Ingeniería
32,2014-2,3,37,NO MATRICULADO,Ingeniería
20,2013-1,3,37,MATRICULADO,Ingeniería
54,2006-2,16,37,NO MATRICULADO,Ingeniería
37,2014-1,4,37,NO MATRICULADO,Ingeniería
32,2012-2,7,36,NO MATRICULADO,Ingeniería
44,2010-2,8,12,MATRICULADO,Ingeniería
35,2009-1,8,12,NO MATRICULADO,Ingeniería
57,2011-2,10,28,NO MATRICULADO,Ingeniería
25,2006-2,15,28,GRADUADO,Ingeniería
14,2013-1,1,12,NO MATRICULADO,Ingeniería
42,2009-2,14,12,NO MATRICULADO,Ingeniería
45,2012-1,6,28,NO MATRICULADO,Ingeniería
5,2011-2,7,DV,MATRICULADO,Ingeniería
44,2008-2,13,28,NO MATRICULADO,Ingeniería
26,2008-1,14,12,MATRICULADO,Ingeniería
43,2008-2,10,28,NO MATRICULADO,Ingeniería
6,2007-1,13,36,MATRICULADO,Ingeniería
44,2007-1,13,12,NO MATRICULADO,Ingeniería
62,2006-1,0,36,MATRICULADO,Ingeniería
85,2020-1,2,28,MATRICULADO,Ingeniería
24,2020-1,3,37,NO MATRICULADO,Ingeniería
53,2011-1,1,28,MATRICULADO,Ingeniería
44,2009-2,4,28,MATRICULADO,Ingeniería
69,2009-1,1,12,MATRICULADO,Ingeniería
41,2008-1,7,28,MATRICULADO,Ingeniería
42,2007-1,9,12,NO MATRICULADO,Ingeniería
54,2006-1,7,37,NO MATRICULADO,Ingeniería
84,2009-1,0,34,MATRICULADO,Ingeniería
34,2007-2,7,28,MATRICULADO,Ingeniería
42,2006-1,10,12,NO MATRICULADO,Ingeniería
65,2010-1,23,37,NO MATRICULADO,Ingeniería
14,2011-1,2,12,NO MATRICULADO,Ingeniería
43,2008-1,5,28,NO MATRICULADO,Ingeniería
35,2008-1,24,28,GRADUADO,Ingeniería
62,2012-1,14,37,NO MATRICULADO,Ingeniería
4,2015-1,12,47,GRADUADO,Ingeniería
31,2018-1,4,FI,NO MATRICULADO,Ingeniería
37,2014-2,12,37,NO MATRICULADO,Ingeniería
60,2009-1,21,34,NO MATRICULADO,Ingeniería
54,2012-2,16,28,NO MATRICULADO,Ingeniería
4,2011-2,18,47,NO MATRICULADO,Ingeniería
69,2011-1,19,37,NO MATRICULADO,Ingeniería
46,2017-1,4,34,MATRICULADO,Ingeniería
9,2012-2,15,AY,GRADUADO,Ingeniería
48,2012-2,15,37,NO MATRICULADO,Ingeniería
24,2011-2,17,28,GRADUADO,Ingeniería
37,2015-2,7,12,NO MATRICULADO,Ingeniería
31,2011-1,12,12,MATRICULADO,Ingeniería
13,2014-2,3,36,NO MATRICULADO,Ingeniería
14,2014-2,3,36,MATRICULADO,Ingeniería
39,2008-1,21,12,GRADUADO,Ingeniería
17,2008-1,21,36,GRADUADO,Ingeniería
61,2009-1,16,34,NO MATRICULADO,Ingeniería
46,2007-1,20,36,NO MATRICULADO,Ingeniería
51,2008-1,22,36,NO MATRICULADO,Ingeniería
26,2013-1,9,36,NO MATRICULADO,Ingeniería
12,2012-1,11,36,MATRICULADO,Ingeniería
56,2011-1,13,34,NO MATRICULADO,Ingeniería
12,2011-1,13,28,MATRICULADO,Ingeniería
38,2010-1,15,28,GRADUADO,Ingeniería
37,2013-1,10,28,MATRICULADO,Ingeniería
4,2011-2,13,36,GRADUADO,Ingeniería
29,2010-2,12,12,MATRICULADO,Ingeniería
63,2009-1,15,37,NO MATRICULADO,Ingeniería
46,2008-1,20,28,NO MATRICULADO,Ingeniería
30,2007-2,18,12,GRADUADO,Ingeniería
58,2012-2,4,12,MATRICULADO,Ingeniería
32,2010-2,6,12,NO MATRICULADO,Ingeniería
50,2007-2,13,28,NO MATRICULADO,Ingeniería
65,2012-1,0,36,MATRICULADO,Ingeniería
38,2009-2,5,28,NO MATRICULADO,Ingeniería
56,2012-1,3,37,NO MATRICULADO,Ingeniería
61,2011-1,5,12,MATRICULADO,Ingeniería
42,2011-2,6,12,MATRICULADO,Ingeniería
44,2009-1,8,36,NO MATRICULADO,Ingeniería
13,2008-2,9,36,MATRICULADO,Ingeniería
7,2006-2,19,12,MATRICULADO,Ingeniería
12,2014-1,3,AY,MATRICULADO,Ingeniería
45,2013-1,5,34,NO MATRICULADO,Ingeniería
23,2012-2,3,37,MATRICULADO,Ingeniería
36,2013-1,3,37,NO MATRICULADO,Ingeniería
46,2006-1,4,12,MATRICULADO,Ingeniería
51,2006-1,4,34,NO MATRICULADO,Ingeniería
53,2020-1,1,FI,MATRICULADO,Ingeniería
35,2007-2,9,12,NO MATRICULADO,Ingeniería
38,2008-1,4,28,NO MATRICULADO,Ingeniería
38,2019-1,5,37,NO MATRICULADO,Ingeniería
32,2009-1,5,34,MATRICULADO,Ingeniería
21,2007-1,5,37,MATRICULADO,Ingeniería
39,2006-1,11,36,NO MATRICULADO,Ingeniería
2,2014-1,14,37,GRADUADO,Ingeniería
57,2009-2,3,12,MATRICULADO,Ingeniería
46,2010-2,18,28,NO MATRICULADO,Ingeniería
42,2011-2,14,36,NO MATRICULADO,Ingeniería
3,2008-2,22,47,NO MATRICULADO,Ingeniería
10,2013-1,12,36,MATRICULADO,Ingeniería
56,2016-2,8,12,MATRICULADO,Ingeniería
33,2015-1,10,28,MATRICULADO,Ingeniería
18,2017-2,4,34,NO MATRICULADO,Ingeniería
47,2009-2,19,12,NO MATRICULADO,Ingeniería
32,2014-1,13,12,GRADUADO,Ingeniería
63,2012-1,17,37,NO MATRICULADO,Ingeniería
39,2010-1,13,12,NO MATRICULADO,Ingeniería
16,2009-2,17,12,MATRICULADO,Ingeniería
46,2009-1,18,28,NO MATRICULADO,Ingeniería
16,2014-1,6,AY,NO MATRICULADO,Ingeniería
12,2011-1,15,47,GRADUADO,Ingeniería
47,2011-1,12,28,NO MATRICULADO,Ingeniería
32,2014-2,3,28,NO MATRICULADO,Ingeniería
30,2017-1,2,28C,MATRICULADO,Ingeniería
38,2012-2,10,12,MATRICULADO,Ingeniería
31,2012-1,11,12,MATRICULADO,Ingeniería
45,2009-2,13,12,NO MATRICULADO,Ingeniería
54,2014-2,7,28,NO MATRICULADO,Ingeniería
22,2007-2,17,28,GRADUADO,Ingeniería
62,2012-1,2,12,MATRICULADO,Ingeniería
37,2011-1,4,28,MATRICULADO,Ingeniería
29,2010-2,5,12,NO MATRICULADO,Ingeniería
34,2009-1,7,28,MATRICULADO,Ingeniería
67,2007-1,12,37,NO MATRICULADO,Ingeniería
62,2006-1,14,37,NO MATRICULADO,Ingeniería
13,2012-2,0,AY,MATRICULADO,Ingeniería
48,2008-1,6,36,NO MATRICULADO,Ingeniería
36,2012-2,2,37,NO MATRICULADO,Ingeniería
46,2009-1,9,36,NO MATRICULADO,Ingeniería
46,2012-1,2,34,MATRICULADO,Ingeniería
28,2008-2,24,28,GRADUADO,Ingeniería
41,2009-1,3,28,MATRICULADO,Ingeniería
12,2007-2,27,37,GRADUADO,Ingeniería
40,2007-2,27,12,GRADUADO,Ingeniería
28,2006-1,9,34,MATRICULADO,Ingeniería
44,2008-1,27,28,NO MATRICULADO,Ingeniería
6,2020-2,0,AZ,MATRICULADO,Ingeniería
16,2020-2,2,34,NO MATRICULADO,Ingeniería
66,2020-1,2,12,MATRICULADO,Ingeniería
13,2017-1,7,28C,NO MATRICULADO,Ingeniería
55,2019-1,5,28,MATRICULADO,Ingeniería
23,2008-1,3,36,MATRICULADO,Ingeniería
42,2015-2,11,28,NO MATRICULADO,Ingeniería
48,2012-1,14,12,NO MATRICULADO,Ingeniería
48,2009-2,21,28,NO MATRICULADO,Ingeniería
67,2010-1,18,37,NO MATRICULADO,Ingeniería
40,2008-2,23,12,NO MATRICULADO,Ingeniería
53,2007-2,23,37,NO MATRICULADO,Ingeniería
53,2014-2,8,28,NO MATRICULADO,Ingeniería
19,2014-2,8,36,NO MATRICULADO,Ingeniería
6,2013-1,11,47,GRADUADO,Ingeniería
17,2011-2,14,28,GRADUADO,Ingeniería
21,2011-1,15,34,GRADUADO,Ingeniería
44,2011-1,15,12,NO MATRICULADO,Ingeniería
39,2008-1,21,12,NO MATRICULADO,Ingeniería
26,2015-1,8,37,MATRICULADO,Ingeniería
40,2009-2,11,36,NO MATRICULADO,Ingeniería
18,2006-1,18,36,GRADUADO,Ingeniería
33,2007-1,19,28,GRADUADO,Ingeniería
54,2014-1,2,34,MATRICULADO,Ingeniería
47,2012-2,10,37,NO MATRICULADO,Ingeniería
37,2007-2,19,12,NO MATRICULADO,Ingeniería
11,2011-1,10,37,MATRICULADO,Ingeniería
24,2009-1,14,12,GRADUADO,Ingeniería
41,2010-1,4,34,NO MATRICULADO,Ingeniería
44,2009-2,9,28,NO MATRICULADO,Ingeniería
12,2008-1,12,36,MATRICULADO,Ingeniería
9,2006-1,11,37,MATRICULADO,Ingeniería
87,2011-2,0,28,MATRICULADO,Ingeniería
36,2006-1,6,36,NO MATRICULADO,Ingeniería
39,2008-2,1,36,MATRICULADO,Ingeniería
36,2006-2,13,36,NO MATRICULADO,Ingeniería
59,2011-2,2,28,MATRICULADO,Ingeniería
29,2008-1,5,34,MATRICULADO,Ingeniería
15,2006-2,16,12,GRADUADO,Ingeniería
42,2008-1,4,28,MATRICULADO,Ingeniería
67,2011-2,1,28,MATRICULADO,Ingeniería
8,2014-2,11,47,GRADUADO,Ingeniería
20,2013-2,13,12,GRADUADO,Ingeniería
15,2016-1,10,28,GRADUADO,Ingeniería
42,2015-2,12,28,NO MATRICULADO,Ingeniería
32,2006-1,5,34,MATRICULADO,Ingeniería
55,2006-1,5,34,NO MATRICULADO,Ingeniería
43,2010-1,23,28,GRADUADO,Ingeniería
29,2019-1,4,28,NO MATRICULADO,Ingeniería
43,2016-1,8,36,NO MATRICULADO,Ingeniería
46,2009-2,18,28,NO MATRICULADO,Ingeniería
2,2015-2,5,47,GRADUADO,Ingeniería
11,2008-2,20,36,GRADUADO,Ingeniería
28,2015-1,6,28,NO MATRICULADO,Ingeniería
55,2011-2,12,37,NO MATRICULADO,Ingeniería
54,2007-2,24,37,NO MATRICULADO,Ingeniería
56,2011-1,14,34,NO MATRICULADO,Ingeniería
16,2018-2,2,12,NO MATRICULADO,Ingeniería
28,2016-2,5,37,MATRICULADO,Ingeniería
38,2006-1,26,36,NO MATRICULADO,Ingeniería
15,2017-2,2,34,NO MATRICULADO,Ingeniería
5,2016-1,7,DV,MATRICULADO,Ingeniería
83,2017-2,0,28,MATRICULADO,Ingeniería
12,2014-2,10,37,MATRICULADO,Ingeniería
13,2012-2,13,28,MATRICULADO,Ingeniería
17,2014-1,2,36,MATRICULADO,Ingeniería
66,2007-1,20,37,NO MATRICULADO,Ingeniería
16,2016-2,0,47,MATRICULADO,Ingeniería
46,2009-1,10,36,NO MATRICULADO,Ingeniería
18,2008-2,15,12,GRADUADO,Ingeniería
29,2009-1,10,28,MATRICULADO,Ingeniería
23,2007-1,18,34,GRADUADO,Ingeniería
35,2015-2,0,36,MATRICULADO,Ingeniería
13,2012-1,9,37,MATRICULADO,Ingeniería
2,2011-2,10,47,GRADUADO,Ingeniería
14,2016-2,1,FI,MATRICULADO,Ingeniería
1,2010-1,13,AT,GRADUADO,Ingeniería
13,2009-2,14,28,MATRICULADO,Ingeniería
23,2013-1,3,12,NO MATRICULADO,Ingeniería
46,2008-2,16,36,NO MATRICULADO,Ingeniería
37,2012-1,5,34,MATRICULADO,Ingeniería
56,2010-1,11,36,NO MATRICULADO,Ingeniería
34,2009-2,10,28,MATRICULADO,Ingeniería
60,2009-1,11,34,NO MATRICULADO,Ingeniería
8,2006-2,18,37,GRADUADO,Ingeniería
5,2007-2,14,36,MATRICULADO,Ingeniería
49,2009-2,7,37,NO MATRICULADO,Ingeniería
24,2009-2,2,12,NO MATRICULADO,Ingeniería
3,2021-1,1,AY,NO MATRICULADO,Ingeniería
37,2009-1,7,12,NO MATRICULADO,Ingeniería
56,2009-2,4,12,MATRICULADO,Ingeniería
32,2008-2,10,12,NO MATRICULADO,Ingeniería
14,2007-1,13,12,GRADUADO,Ingeniería
42,2006-2,14,12,NO MATRICULADO,Ingeniería
36,2017-2,5,12,NO MATRICULADO,Ingeniería
36,2012-2,14,36,NO MATRICULADO,Ingeniería
19,2018-2,5,34,NO MATRICULADO,Ingeniería
4,2017-2,7,AY,NO MATRICULADO,Ingeniería
16,2017-1,8,FV28,NO MATRICULADO,Ingeniería
32,2015-1,12,28,NO MATRICULADO,Ingeniería
28,2014-1,14,36,NO MATRICULADO,Ingeniería
10,2010-1,21,37,GRADUADO,Ingeniería
1,2009-1,24,37,MATRICULADO,Ingeniería
53,2014-1,6,28,MATRICULADO,Ingeniería
57,2006-1,24,34,NO MATRICULADO,Ingeniería
10,2011-1,14,28,MATRICULADO,Ingeniería
6,2009-1,20,12,MATRICULADO,Ingeniería
33,2006-2,23,36,NO MATRICULADO,Ingeniería
45,2006-2,25,12,NO MATRICULADO,Ingeniería
53,2006-2,25,28,NO MATRICULADO,Ingeniería
56,2010-1,15,36,NO MATRICULADO,Ingeniería
46,2007-1,25,36,NO MATRICULADO,Ingeniería
44,2008-2,18,28,NO MATRICULADO,Ingeniería
9,2008-1,19,37,GRADUADO,Ingeniería
25,2017-2,3,37,NO MATRICULADO,Ingeniería
45,2015-1,4,28,MATRICULADO,Ingeniería
16,2014-2,5,37,MATRICULADO,Ingeniería
35,2014-2,5,37,NO MATRICULADO,Ingeniería
41,2007-1,19,28,NO MATRICULADO,Ingeniería
23,2010-1,11,28,MATRICULADO,Ingeniería
19,2008-1,15,34,GRADUADO,Ingeniería
41,2006-1,19,36,NO MATRICULADO,Ingeniería
61,2006-1,19,37,NO MATRICULADO,Ingeniería
40,2008-1,13,12,NO MATRICULADO,Ingeniería
40,2006-1,22,28,NO MATRICULADO,Ingeniería
26,2008-1,16,12,GRADUADO,Ingeniería
7,2010-1,10,28,GRADUADO,Ingeniería
60,2009-1,12,34,NO MATRICULADO,Ingeniería
45,2010-2,12,36,NO MATRICULADO,Ingeniería
13,2013-2,4,36,NO MATRICULADO,Ingeniería
44,2010-2,6,36,NO MATRICULADO,Ingeniería
29,2006-2,12,12,MATRICULADO,Ingeniería
34,2006-2,6,28,MATRICULADO,Ingeniería
32,2006-2,5,36,NO MATRICULADO,Ingeniería
33,2008-1,8,12,NO MATRICULADO,Ingeniería
48,2010-2,0,36,MATRICULADO,Ingeniería
48,2007-1,12,36,NO MATRICULADO,Ingeniería
31,2019-2,4,37,MATRICULADO,Ingeniería
37,2006-1,9,36,NO MATRICULADO,Ingeniería
50,2009-1,2,37,NO MATRICULADO,Ingeniería
18,2008-2,5,36,MATRICULADO,Ingeniería
