COD_PERIODO,COD_UTP,ESTUDIANTES,ESTRATO,SEXO,TIPO_INSCRIPCION,TIPO_COLEGIO,VAR,FECHA_ACTUALIZACION,FACULTAD
2012-2,28,1,III,Femenino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2012-2,47,2,III,Masculino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2013-1,37,1,II,Femenino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2013-2,28,1,II,Femenino,General,Privado,Cancelado,09/15/2021 00:00:00,Ingeniería
2014-1,12,6,I,Masculino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-1,28,6,I,Masculino,Desplazado,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,12,1,III,Masculino,Quinchia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,12,1,IV,Masculino,Belen De Umbria,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,12,1,IV,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2012-2,12,1,III,Masculino,Quinchia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-2,12,2,I,Femenino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-2,DV,2,V,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,28,6,III,Masculino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,34,1,II,Masculino,Desplazado,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,34,1,III,Femenino,Desplazado,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,34,16,II,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2013-1,34,31,III,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,37,63,II,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,28,1,V,Masculino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,37,1,IV,Femenino,General,Privado,Cancelado,09/15/2021 00:00:00,Ingeniería
2014-1,28,1,I,Masculino,Santuario,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-1,37,3,III,Femenino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-2,12,1,II,Masculino,Belen De Umbria,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-2,12,1,II,Masculino,Quinchia,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2013-2,12,1,II,Masculino,Santa Rosa De Cabal,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2013-2,34,1,II,Masculino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,34,21,I,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,12,1,V,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,12,33,IV,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,12,1,I,Masculino,Santuario,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2015-1,12,17,I,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,28,1,II,Femenino,Desplazado,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-1,34,2,II,Femenino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2015-1,37,1,IV,Masculino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2015-1,47,1,V,Masculino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2015-2,28,1,V,Masculino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,28,6,II,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2013-1,12,2,IV,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,37,1,IV,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2013-1,47,1,II,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2013-2,AZ,2,IV,Masculino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-1,12,1,IV,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2014-1,12,2,II,Masculino,Belen De Umbria,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-1,12,20,III,Masculino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,12,4,III,Masculino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2014-2,34,1,I,Femenino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2015-1,12,4,II,Femenino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,28,1,III,Femenino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2015-1,DV,1,V,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,12,3,I,Masculino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-2,12,15,II,Masculino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2015-2,12,34,III,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,28,1,III,Masculino,Guatica,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,AY,1,I,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,12,4,I,Masculino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,34,3,IV,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2016-1,28,1,I,Masculino,Marsella,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2016-1,28,2,II,Masculino,Apia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,34,15,I,Femenino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2016-1,36,2,I,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,37,1,,Masculino,,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2016-1,DV,1,V,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-1,12,14,II,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-1,FV12,1,I,Femenino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2017-2,12,17,II,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2017-2,28,1,I,Masculino,Negritudes,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-2,34,2,III,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2017-2,34,3,III,Femenino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2014-2,28,1,I,Masculino,Santuario,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,34,1,I,Masculino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,36,1,II,Femenino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,12,1,I,Femenino,Quinchia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,28,1,IV,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2015-1,28,2,II,Femenino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,28,2,VI,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,28,8,V,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,34,1,II,Masculino,Negritudes,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2015-1,47,1,II,Femenino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2015-1,DV,5,V,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,12,11,III,Masculino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,34,1,I,Masculino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,37,1,V,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,12,1,II,Femenino,Marsella,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,28,3,I,Masculino,Comunidad Indigena,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,28,1,IV,Masculino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-2,28,1,VI,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,28,2,I,Masculino,Marsella,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,12,1,I,Femenino,Desplazado,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-1,34,1,III,Masculino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2016-1,47,1,IV,Femenino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2016-1,DV,1,V,Masculino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2016-2,28,5,VI,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,34,2,III,Femenino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-2,47,1,III,Masculino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-1,28,1,I,Masculino,Quinchia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-2,12,1,I,Masculino,Santa Rosa De Cabal,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2017-2,34,3,II,Femenino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2017-2,37,8,I,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-2,FV12,1,I,Masculino,La Celia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-1,28,11,I,Femenino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-2,47,1,III,Masculino,,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2016-1,12,5,II,Femenino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,12,38,II,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,28,1,III,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,34,3,II,Femenino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2016-2,12,2,V,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,28,4,III,Masculino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2016-2,34,2,I,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2017-1,12,1,II,Femenino,Santa Rosa De Cabal,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-1,12,6,IV,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-1,36,31,III,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-1,FV28,1,II,Femenino,Desplazado,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-2,12,1,III,Masculino,Belen De Umbria,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,28,2,I,Femenino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2013-2,28,4,II,Masculino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,34,1,III,Masculino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-1,34,1,II,Masculino,Santa Rosa De Cabal,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-1,34,1,III,Femenino,Desplazado,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2014-1,37,1,II,Femenino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2014-2,12,4,II,Masculino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-2,28,2,III,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2014-2,28,4,II,Masculino,Desplazado,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,36,2,V,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,28,19,III,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,34,3,I,Femenino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-2,12,1,I,Masculino,Santuario,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,DV,2,IV,Masculino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2019-2,37,1,II,Femenino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2019-2,37,7,IV,Masculino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2019-2,47,1,IV,Masculino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2020-1,12,2,II,Femenino,Belen De Umbria,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,12,3,II,Femenino,Desplazado,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,28,1,V,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2020-1,28,5,IV,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,37,1,VI,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2020-2,28,20,IV,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-2,34,2,I,Femenino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-2,DV,3,IV,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-2,FI,8,IV,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-1,28,40,III,Masculino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-1,34,1,II,Masculino,,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-1,DV,1,V,Femenino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-2,12,1,II,Femenino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2021-2,12,2,III,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2021-2,36,2,IV,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2021-2,37,1,II,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2021-2,28,10,III,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-2,TS,4,I,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-1,12,1,I,Masculino,Desplazado,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2010-1,12,1,II,Femenino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-1,12,1,II,Masculino,Mistrato,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-1,12,4,IV,Femenino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-1,47,4,II,Masculino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-2,12,7,III,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2010-2,36,1,VI,Femenino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2010-2,36,2,III,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2011-1,12,2,I,Femenino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2011-2,28,1,II,Femenino,Negritudes,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2011-1,28,1,III,Masculino,Santuario,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2011-1,47,1,II,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-1,AZ,2,IV,Masculino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2011-2,12,14,II,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2011-2,28,1,II,Femenino,Apia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-2,28,6,III,Masculino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-2,AZ,1,V,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-1,12,1,II,Masculino,Marsella,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-1,12,1,IV,Femenino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2012-1,12,2,IV,Femenino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-1,36,8,II,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-2,12,1,I,Masculino,Quinchia,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2012-2,37,2,III,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2012-2,37,3,V,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,36,3,III,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,12,1,V,Masculino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-1,DV,4,V,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,28,1,II,Masculino,Santuario,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,28,1,V,Femenino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2016-2,37,1,V,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,37,3,IV,Masculino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-2,47,2,III,Masculino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,DV,1,V,Masculino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-2,FI,4,III,Masculino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-1,12,8,II,Femenino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-1,28C,1,III,Femenino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-1,FI,1,V,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2017-2,47,4,I,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-1,12,1,I,Masculino,Desplazado,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2010-1,28,1,III,Masculino,Guatica,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2010-1,34,2,IV,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-2,37,1,I,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-2,37,1,IV,Femenino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2010-2,47,2,II,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-2,AZ,1,III,Masculino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2011-1,12,2,I,Masculino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2011-1,28,1,V,Masculino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-1,34,2,VI,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-1,34,4,II,Masculino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2011-2,28,1,I,Femenino,Guatica,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2011-2,28,3,III,Masculino,General,Privado,Cancelado,09/15/2021 00:00:00,Ingeniería
2011-2,36,2,IV,Masculino,,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2011-2,36,4,II,Masculino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2011-2,AY,3,V,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-1,34,2,I,Masculino,Negritudes,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2012-1,36,20,IV,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-2,DV,1,V,Femenino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2011-2,DV,1,V,Masculino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2012-1,12,1,IV,Femenino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2012-1,28,6,II,Femenino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2012-2,28,2,IV,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-2,34,1,I,Femenino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2013-1,28,5,I,Masculino,Marsella,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,37,1,VI,Masculino,,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2013-1,47,1,II,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,47,3,IV,Masculino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2013-2,28,1,II,Masculino,Comunidad Indigena,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2013-2,28,2,V,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,36,2,I,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,37,1,IV,Femenino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2013-2,AZ,1,II,Masculino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-1,34,1,II,Masculino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,37,17,II,Masculino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-1,28,1,I,Femenino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2014-1,28,1,III,Masculino,Santuario,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2014-1,28,1,IV,Femenino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-1,36,2,I,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-1,37,1,IV,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2014-2,12,4,I,Masculino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,28,11,I,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,37,4,III,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,12,6,I,Femenino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-1,28,3,I,Masculino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-1,FI,2,III,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2018-2,12,1,II,Femenino,Mistrato,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-2,12,23,II,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2018-2,28,1,III,Masculino,Deportistas De Alto Rendimiento,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-2,28C,1,II,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-1,28,1,II,Masculino,,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2019-1,34,2,I,Femenino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2019-1,FI,15,I,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2019-2,34,2,I,Masculino,Guatica,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-2,47,1,I,Masculino,La Virginia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,12,40,II,Masculino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2020-1,28,1,III,Masculino,Desplazado,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2012-2,28,1,VI,Masculino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2012-2,37,1,III,Masculino,,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2012-2,37,2,III,Femenino,,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2013-1,28,1,II,Masculino,Guatica,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,47,1,IV,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2013-2,12,5,III,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2013-2,12,11,IV,Masculino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,28,1,I,Femenino,,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-1,12,3,V,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-1,34,1,II,Femenino,La Virginia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-1,34,21,II,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2014-2,12,1,III,Femenino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2014-2,28,2,II,Femenino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2014-2,36,1,III,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,12,3,II,Femenino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-1,28,9,IV,Masculino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-2,AZ,1,IV,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2015-1,12,1,II,Femenino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2015-1,12,2,IV,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,28,1,I,Masculino,Santuario,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-1,36,1,II,Femenino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,AY,3,V,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,12,2,I,Masculino,Comunidad Indigena,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2015-2,36,22,IV,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,37,1,VI,Masculino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-1,36,1,I,Masculino,General,Privado,Cancelado,09/15/2021 00:00:00,Ingeniería
2016-2,12,1,II,Masculino,La Virginia,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-2,12,3,IV,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2016-2,28,1,V,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2016-2,28,2,III,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2016-2,36,6,III,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2016-2,FV12,2,II,Masculino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-1,12,1,III,Masculino,Santa Rosa De Cabal,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
