Codigo,Asignatura,Matriculadas,Aprobado,Reprobado,Cancelada,PorcentajeAprobado,PorcentajeReprobado,PorcentajeCancelado,Semestre,ProgramaAcademico
CB115,MATEMÁTICAS I,15,4,11,0,0.27,0.73,0.00,2017-2,Ingeniería de Sistemas y Computación (Básicos)
BA372,HUMANIDADES II,26,23,3,0,0.88,0.12,0.00,2017-2,Ingeniería de Sistemas y Computación (Básicos)
CB323,PROGRAMACIÓN DE COMPUTADORES,24,23,1,0,0.96,0.04,0.00,2018-1,Ingeniería de Sistemas y Computación (Básicos)
CB342,LABORATORIO DE FÍSICA II,22,22,0,0,1.00,0.00,0.00,2018-1,Ingeniería de Sistemas y Computación (Básicos)
CB223,ÁLGEBRA LINEAL,15,8,7,0,0.53,0.47,0.00,2018-1,Ingeniería de Sistemas y Computación (Básicos)
CB334,FÍSICA II,22,22,0,0,1.00,0.00,0.00,2018-1,Ingeniería de Sistemas y Computación (Básicos)
BA162,COMUNICACIÓN ORAL Y ESCRITA,12,12,0,0,1.00,0.00,0.00,2018-1,Ingeniería de Sistemas y Computación (Básicos)
CB215,MATEMÁTICAS II,17,11,6,0,0.65,0.35,0.00,2018-1,Ingeniería de Sistemas y Computación (Básicos)
CB314,MATEMÁTICAS III,6,6,0,0,1.00,0.00,0.00,2018-1,Ingeniería de Sistemas y Computación (Básicos)
CB253,DIBUJO II,21,20,1,0,0.95,0.05,0.00,2018-2,Ingeniería de Sistemas y Computación (Básicos)
IM303,MECÁNICA I,22,11,11,0,0.50,0.50,0.00,2018-2,Ingeniería de Sistemas y Computación (Básicos)
CB442,LABORATORIO DE FÍSICA III,22,22,0,0,1.00,0.00,0.00,2018-2,Ingeniería de Sistemas y Computación (Básicos)
IS284,PROGRAMACIÓN II,12,12,0,0,1.00,0.00,0.00,2018-2,Ingeniería de Sistemas y Computación (Básicos)
CB314,MATEMÁTICAS III,5,4,1,0,0.80,0.20,0.00,2018-2,Ingeniería de Sistemas y Computación (Básicos)
BA122,METODOLOGÍA DE LA INVESTIGACIÓN,18,17,1,0,0.94,0.06,0.00,2018-2,Ingeniería de Sistemas y Computación (Básicos)
CB413,MATEMÁTICAS IV,17,10,7,0,0.59,0.41,0.00,2018-2,Ingeniería de Sistemas y Computación (Básicos)
BA162,COMUNICACIÓN ORAL Y ESCRITA,10,10,0,0,1.00,0.00,0.00,2018-2,Ingeniería de Sistemas y Computación (Básicos)
CB434,FÍSICA III,22,18,4,0,0.82,0.18,0.00,2018-2,Ingeniería de Sistemas y Computación (Básicos)
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,44,38,6,0,0.86,0.14,0.00,2017-1,Ingeniería de Sistemas y Computación Cuba
IS193,INTRODUCCIÓN A LA INFORMATICA,44,40,4,0,0.91,0.09,0.00,2017-1,Ingeniería de Sistemas y Computación Cuba
CB115,MATEMÁTICAS I,44,40,4,0,0.91,0.09,0.00,2017-1,Ingeniería de Sistemas y Computación Cuba
IS105,PROGRAMACIÓN I,44,39,5,0,0.89,0.11,0.00,2017-1,Ingeniería de Sistemas y Computación Cuba
BA172,HUMANIDADES I,44,38,6,0,0.86,0.14,0.00,2017-1,Ingeniería de Sistemas y Computación Cuba
CB223,ÁLGEBRA LINEAL,40,29,11,0,0.73,0.28,0.00,2017-2,Ingeniería de Sistemas y Computación Cuba
CB234,FÍSICA I,40,23,17,0,0.58,0.43,0.00,2017-2,Ingeniería de Sistemas y Computación Cuba
CB215,MATEMÁTICAS II,40,24,16,0,0.60,0.40,0.00,2017-2,Ingeniería de Sistemas y Computación Cuba
CB242,LABORATORIO DE FÍSICA I,39,38,1,0,0.97,0.03,0.00,2017-2,Ingeniería de Sistemas y Computación Cuba
IS284,PROGRAMACIÓN II,39,35,4,0,0.90,0.10,0.00,2017-2,Ingeniería de Sistemas y Computación Cuba
IS323,LÓGICA,37,34,3,0,0.92,0.08,0.00,2018-1,Ingeniería de Sistemas y Computación Cuba
IS304,ESTRUCTURA DE DATOS,35,33,2,0,0.94,0.06,0.00,2018-1,Ingeniería de Sistemas y Computación Cuba
CB334,FÍSICA II,22,21,1,0,0.95,0.05,0.00,2018-1,Ingeniería de Sistemas y Computación Cuba
CB314,MATEMÁTICAS III,11,11,0,0,1.00,0.00,0.00,2018-1,Ingeniería de Sistemas y Computación Cuba
BA372,HUMANIDADES II,36,31,5,0,0.86,0.14,0.00,2018-1,Ingeniería de Sistemas y Computación Cuba
CB342,LABORATORIO DE FÍSICA II,21,21,0,0,1.00,0.00,0.00,2018-1,Ingeniería de Sistemas y Computación Cuba
IS474,FUNDAMENTOS DE  ELECTRONICA,35,35,0,0,1.00,0.00,0.00,2018-2,Ingeniería de Sistemas y Computación Cuba
IS482,TEORIA DE SISTEMAS,31,30,1,0,0.97,0.03,0.00,2018-2,Ingeniería de Sistemas y Computación Cuba
CB334,FÍSICA II,13,12,1,0,0.92,0.08,0.00,2018-2,Ingeniería de Sistemas y Computación Cuba
CB442,LABORATORIO DE FÍSICA III,24,22,2,0,0.92,0.08,0.00,2018-2,Ingeniería de Sistemas y Computación Cuba
IS543,LABORATORIO DE ELECTRONICA,28,28,0,0,1.00,0.00,0.00,2018-2,Ingeniería de Sistemas y Computación Cuba
CB434,FÍSICA III,29,12,17,0,0.41,0.59,0.00,2018-2,Ingeniería de Sistemas y Computación Cuba
IS453,PROGRAMACIÓN III,33,31,2,0,0.94,0.06,0.00,2018-2,Ingeniería de Sistemas y Computación Cuba
CB413,MATEMÁTICAS IV,14,14,0,0,1.00,0.00,0.00,2018-2,Ingeniería de Sistemas y Computación Cuba
CB215,MATEMÁTICAS II,6,5,1,0,0.83,0.17,0.00,2018-2,Ingeniería de Sistemas y Computación Cuba
CB314,MATEMÁTICAS III,19,17,2,0,0.89,0.11,0.00,2019-1,Ingeniería de Sistemas y Computación Cuba
IS405,GRAMATICAS Y LENGUAJES FORMALES,30,25,5,0,0.83,0.17,0.00,2019-1,Ingeniería de Sistemas y Computación Cuba
IS553,PROGRAMACIÓN IV,31,28,3,0,0.90,0.10,0.00,2019-1,Ingeniería de Sistemas y Computación Cuba
IS503,ADMINISTRACIÓN DE EMPRESAS,35,32,3,0,0.91,0.09,0.00,2019-1,Ingeniería de Sistemas y Computación Cuba
IS773,LABORATORIO DE ELECTRONICA DIGITAL,32,31,1,0,0.97,0.03,0.00,2019-1,Ingeniería de Sistemas y Computación Cuba
IS512,ESTADISTICA,33,32,1,0,0.97,0.03,0.00,2019-1,Ingeniería de Sistemas y Computación Cuba
IS634,ELECTRONICA DIGITAL,34,32,2,0,0.94,0.06,0.00,2019-1,Ingeniería de Sistemas y Computación Cuba
IS623,COMPUTACIÓN GRÁFICA,29,26,3,0,0.90,0.10,0.00,2019-2,Ingeniería de Sistemas y Computación Cuba
CB413,MATEMÁTICAS IV,17,16,1,0,0.94,0.06,0.00,2019-2,Ingeniería de Sistemas y Computación Cuba
IS653,INVESTIGACIÓN DE OPERACIONES,28,28,0,0,1.00,0.00,0.00,2019-2,Ingeniería de Sistemas y Computación Cuba
IS614,ARQUITECTURA DE COMPUTADORES,29,29,0,0,1.00,0.00,0.00,2019-2,Ingeniería de Sistemas y Computación Cuba
IS692,ESTADÍSTICA ESPECIAL,31,29,2,0,0.94,0.06,0.00,2019-2,Ingeniería de Sistemas y Computación Cuba
IS184,TECNICAS DE LA COMUNICACIÓN,30,29,1,0,0.97,0.03,0.00,2019-2,Ingeniería de Sistemas y Computación Cuba
IS644,BASE DE DATOS I,26,26,0,0,1.00,0.00,0.00,2019-2,Ingeniería de Sistemas y Computación Cuba
IS714,INGENIERÍA DE SOFTWARE I,28,28,0,0,1.00,0.00,0.00,2020-1,Ingeniería de Sistemas y Computación Cuba
IS753,COMPILADORES,30,30,0,0,1.00,0.00,0.00,2020-1,Ingeniería de Sistemas y Computación Cuba
IS784,INTELIGENCIA ARTIFICIAL,27,24,3,0,0.89,0.11,0.00,2020-1,Ingeniería de Sistemas y Computación Cuba
IS734,SISTEMAS OPERATIVOS I,30,28,2,0,0.93,0.07,0.00,2020-1,Ingeniería de Sistemas y Computación Cuba
IS723,COMUNICACIONES I,27,26,1,0,0.96,0.04,0.00,2020-1,Ingeniería de Sistemas y Computación Cuba
IS845,COMPUTACION BLANDA,28,28,0,0,1.00,0.00,0.00,2020-2,Ingeniería de Sistemas y Computación Cuba
IS893,SISTEMAS DISTRIBUIDOS,29,29,0,0,1.00,0.00,0.00,2020-2,Ingeniería de Sistemas y Computación Cuba
IS842,LEGISLACIÓN. ÉTICA Y CONTRATACIÓN,29,29,0,0,1.00,0.00,0.00,2020-2,Ingeniería de Sistemas y Computación Cuba
IS823,COMUNICACIONES II,29,28,1,0,0.97,0.03,0.00,2020-2,Ingeniería de Sistemas y Computación Cuba
IS053,GERENCIA DE PROYECTOS,29,29,0,0,1.00,0.00,0.00,2020-2,Ingeniería de Sistemas y Computación Cuba
IS884,INGENIERÍA DE SOFTWARE II,29,29,0,0,1.00,0.00,0.00,2020-2,Ingeniería de Sistemas y Computación Cuba
IS953,ADMINISTRACIÓN DE PROYECTOS DE SOFTWARE,29,28,1,0,0.97,0.03,0.00,2021-1,Ingeniería de Sistemas y Computación Cuba
IS962,PROYECTO DE GRADO I,29,29,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación Cuba
IS924,ARQUITECTURA CLIENTE/ SERVIDOR,30,30,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación Cuba
IS9B3,INGENIERÍA DEL SOFTWARE III,29,28,1,0,0.97,0.03,0.00,2021-1,Ingeniería de Sistemas y Computación Cuba
CB342,LABORATORIO DE FÍSICA II,12,12,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación Cuba
IS923,COMUNICACIONES III,27,27,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación Cuba
IS873,LABORATORIO DE SOFTWARE,28,28,0,0,1.00,0.00,0.00,2021-1,Ingeniería de Sistemas y Computación Cuba
IS953,ADMINISTRACIÓN DE PROYECTOS DE SOFTWARE,9,9,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS503,ADMINISTRACIÓN DE EMPRESAS,31,28,2,1,0.90,0.06,0.03,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS773,LABORATORIO DE ELECTRONICA DIGITAL,10,10,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,26,21,5,0,0.81,0.19,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB234,FÍSICA I,28,16,6,6,0.57,0.21,0.21,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS073,EMPRENDIMIENTO,9,9,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS962,PROYECTO DE GRADO I,13,8,0,5,0.62,0.00,0.38,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS644,BASE DE DATOS I,8,6,2,0,0.75,0.25,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
BU101,DEPORTES I,3,0,0,3,0.00,0.00,1.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS634,ELECTRONICA DIGITAL,10,10,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS031,CONSTITUCIÓN POLITICA,38,31,3,4,0.82,0.08,0.11,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS842,LEGISLACIÓN. ÉTICA Y CONTRATACIÓN,41,32,4,5,0.78,0.10,0.12,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS723,COMUNICACIONES I,10,8,2,0,0.80,0.20,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS323,LÓGICA,25,20,2,3,0.80,0.08,0.12,2016-1,Ingeniería de Sistemas y Computación Nocturna
UV172,HUMANIDADES I,3,2,1,0,0.67,0.33,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS653,INVESTIGACIÓN DE OPERACIONES,12,11,0,1,0.92,0.00,0.08,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB342,LABORATORIO DE FÍSICA II,15,12,0,3,0.80,0.00,0.20,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS453,PROGRAMACIÓN III,12,10,1,1,0.83,0.08,0.08,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB314,MATEMÁTICAS III,27,12,5,10,0.44,0.19,0.37,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS553,PROGRAMACIÓN IV,17,10,2,5,0.59,0.12,0.29,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB434,FÍSICA III,10,9,1,0,0.90,0.10,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS405,GRAMATICAS Y LENGUAJES FORMALES,12,12,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS482,TEORIA DE SISTEMAS,18,17,0,1,0.94,0.00,0.06,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS193,INTRODUCCIÓN A LA INFORMATICA,98,59,35,4,0.60,0.36,0.04,2016-1,Ingeniería de Sistemas y Computación Nocturna
BA172,HUMANIDADES I,28,20,8,0,0.71,0.29,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS692,ESTADÍSTICA ESPECIAL,16,16,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS823,COMUNICACIONES II,13,12,0,1,0.92,0.00,0.08,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS884,INGENIERÍA DE SOFTWARE II,10,10,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB413,MATEMÁTICAS IV,19,7,3,9,0.37,0.16,0.47,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB223,ÁLGEBRA LINEAL,37,8,9,20,0.22,0.24,0.54,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS543,LABORATORIO DE ELECTRONICA,13,13,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS9B3,INGENIERÍA DEL SOFTWARE III,14,14,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS893,SISTEMAS DISTRIBUIDOS,16,16,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS474,FUNDAMENTOS DE  ELECTRONICA,13,13,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB115,MATEMÁTICAS I,41,25,11,5,0.61,0.27,0.12,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS013,ADMON. SISTEMAS DE INFORMACIÓN,4,3,1,0,0.75,0.25,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS512,ESTADISTICA,15,11,2,2,0.73,0.13,0.13,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB442,LABORATORIO DE FÍSICA III,12,11,0,1,0.92,0.00,0.08,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS023,AUDITORÍA DE SISTEMAS,17,17,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS753,COMPILADORES,8,5,3,0,0.63,0.38,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS734,SISTEMAS OPERATIVOS I,13,13,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS873,LABORATORIO DE SOFTWARE,8,8,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS042,PLANEACIÓN ESTRATEGICA DE SISTEMAS,14,12,1,1,0.86,0.07,0.07,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB215,MATEMÁTICAS II,34,10,14,10,0.29,0.41,0.29,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS284,PROGRAMACIÓN II,40,21,11,8,0.53,0.28,0.20,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS714,INGENIERÍA DE SOFTWARE I,12,12,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB113,MATEMÁTICAS I ARTICULACION ASIGNATURA DOS,25,2,21,2,0.08,0.84,0.08,2016-1,Ingeniería de Sistemas y Computación Nocturna
UVMA2,PRODUCCIÓN Y CONSUMO SUSTENTABLE,5,4,1,0,0.80,0.20,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
BUA6,TENIS DE MESA,1,0,0,1,0.00,0.00,1.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS845,COMPUTACION BLANDA,14,13,0,1,0.93,0.00,0.07,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS623,COMPUTACIÓN GRÁFICA,9,4,4,1,0.44,0.44,0.11,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS184,TECNICAS DE LA COMUNICACIÓN,37,32,3,2,0.86,0.08,0.05,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS105,PROGRAMACIÓN I,58,43,13,2,0.74,0.22,0.03,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,36,15,21,0,0.42,0.58,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS924,ARQUITECTURA CLIENTE/ SERVIDOR,12,11,0,1,0.92,0.00,0.08,2016-1,Ingeniería de Sistemas y Computación Nocturna
BUA8,GIMNASIO,1,0,0,1,0.00,0.00,1.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS053,GERENCIA DE PROYECTOS,18,13,3,2,0.72,0.17,0.11,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB334,FÍSICA II,20,13,5,2,0.65,0.25,0.10,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS304,ESTRUCTURA DE DATOS,11,3,1,7,0.27,0.09,0.64,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS923,COMUNICACIONES III,7,7,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
CB242,LABORATORIO DE FÍSICA I,44,38,4,2,0.86,0.09,0.05,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS784,INTELIGENCIA ARTIFICIAL,10,8,1,1,0.80,0.10,0.10,2016-1,Ingeniería de Sistemas y Computación Nocturna
BA372,HUMANIDADES II,13,8,4,1,0.62,0.31,0.08,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS614,ARQUITECTURA DE COMPUTADORES,22,18,2,2,0.82,0.09,0.09,2016-1,Ingeniería de Sistemas y Computación Nocturna
UV372,HUMANIDADES II,13,8,5,0,0.62,0.38,0.00,2016-1,Ingeniería de Sistemas y Computación Nocturna
IS723,COMUNICACIONES I,11,11,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS543,LABORATORIO DE ELECTRONICA,8,7,0,1,0.88,0.00,0.13,2016-2,Ingeniería de Sistemas y Computación Nocturna
BA372,HUMANIDADES II,17,14,2,1,0.82,0.12,0.06,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,42,34,7,1,0.81,0.17,0.02,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB113,MATEMÁTICAS I ARTICULACION ASIGNATURA DOS,17,7,6,4,0.41,0.35,0.24,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS924,ARQUITECTURA CLIENTE/ SERVIDOR,16,13,2,1,0.81,0.13,0.06,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB442,LABORATORIO DE FÍSICA III,20,18,0,2,0.90,0.00,0.10,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS893,SISTEMAS DISTRIBUIDOS,12,11,1,0,0.92,0.08,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,70,28,41,1,0.40,0.59,0.01,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB223,ÁLGEBRA LINEAL,38,15,12,11,0.39,0.32,0.29,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS184,TECNICAS DE LA COMUNICACIÓN,27,24,2,1,0.89,0.07,0.04,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS692,ESTADÍSTICA ESPECIAL,11,10,1,0,0.91,0.09,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB234,FÍSICA I,44,24,14,6,0.55,0.32,0.14,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS753,COMPILADORES,10,5,3,2,0.50,0.30,0.20,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS013,ADMON. SISTEMAS DE INFORMACIÓN,12,12,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS553,PROGRAMACIÓN IV,5,4,0,1,0.80,0.00,0.20,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS066,PROYECTO DE GRADO II,1,0,0,1,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
UVMA2,PRODUCCIÓN Y CONSUMO SUSTENTABLE,2,2,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS284,PROGRAMACIÓN II,44,21,14,9,0.48,0.32,0.20,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS714,INGENIERÍA DE SOFTWARE I,6,4,2,0,0.67,0.33,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS623,COMPUTACIÓN GRÁFICA,19,12,6,1,0.63,0.32,0.05,2016-2,Ingeniería de Sistemas y Computación Nocturna
BUA6,TENIS DE MESA,1,0,0,1,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
UV172,HUMANIDADES I,6,2,4,0,0.33,0.67,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
BU101,DEPORTES I,6,0,0,6,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS784,INTELIGENCIA ARTIFICIAL,12,11,0,1,0.92,0.00,0.08,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS503,ADMINISTRACIÓN DE EMPRESAS,44,34,2,8,0.77,0.05,0.18,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS842,LEGISLACIÓN. ÉTICA Y CONTRATACIÓN,17,15,2,0,0.88,0.12,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS962,PROYECTO DE GRADO I,19,14,2,3,0.74,0.11,0.16,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS614,ARQUITECTURA DE COMPUTADORES,16,8,4,4,0.50,0.25,0.25,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS304,ESTRUCTURA DE DATOS,29,9,4,16,0.31,0.14,0.55,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB334,FÍSICA II,17,11,4,2,0.65,0.24,0.12,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS323,LÓGICA,31,22,8,1,0.71,0.26,0.03,2016-2,Ingeniería de Sistemas y Computación Nocturna
UV372,HUMANIDADES II,6,6,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS031,CONSTITUCIÓN POLITICA,29,24,2,3,0.83,0.07,0.10,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB314,MATEMÁTICAS III,19,9,2,8,0.47,0.11,0.42,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS053,GERENCIA DE PROYECTOS,14,14,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS474,FUNDAMENTOS DE  ELECTRONICA,10,6,4,0,0.60,0.40,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS405,GRAMATICAS Y LENGUAJES FORMALES,5,5,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB434,FÍSICA III,18,17,1,0,0.94,0.06,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS105,PROGRAMACIÓN I,51,39,12,0,0.76,0.24,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS884,INGENIERÍA DE SOFTWARE II,11,11,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS734,SISTEMAS OPERATIVOS I,15,15,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
BUA8,GIMNASIO,1,0,0,1,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS923,COMUNICACIONES III,13,13,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS453,PROGRAMACIÓN III,17,11,3,3,0.65,0.18,0.18,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS023,AUDITORÍA DE SISTEMAS,12,11,0,1,0.92,0.00,0.08,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS823,COMUNICACIONES II,14,9,4,1,0.64,0.29,0.07,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS634,ELECTRONICA DIGITAL,13,11,2,0,0.85,0.15,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS953,ADMINISTRACIÓN DE PROYECTOS DE SOFTWARE,11,10,1,0,0.91,0.09,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS653,INVESTIGACIÓN DE OPERACIONES,10,8,2,0,0.80,0.20,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB342,LABORATORIO DE FÍSICA II,13,11,0,2,0.85,0.00,0.15,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS773,LABORATORIO DE ELECTRONICA DIGITAL,15,14,0,1,0.93,0.00,0.07,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS512,ESTADISTICA,16,12,0,4,0.75,0.00,0.25,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS845,COMPUTACION BLANDA,9,6,1,2,0.67,0.11,0.22,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS9B3,INGENIERÍA DEL SOFTWARE III,10,10,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB215,MATEMÁTICAS II,57,22,18,17,0.39,0.32,0.30,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS042,PLANEACIÓN ESTRATEGICA DE SISTEMAS,18,17,0,1,0.94,0.00,0.06,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS644,BASE DE DATOS I,21,13,2,6,0.62,0.10,0.29,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS193,INTRODUCCIÓN A LA INFORMATICA,74,33,30,11,0.45,0.41,0.15,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS073,EMPRENDIMIENTO,9,8,0,1,0.89,0.00,0.11,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS873,LABORATORIO DE SOFTWARE,8,8,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB242,LABORATORIO DE FÍSICA I,24,20,2,2,0.83,0.08,0.08,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB413,MATEMÁTICAS IV,16,8,4,4,0.50,0.25,0.25,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS482,TEORIA DE SISTEMAS,5,3,1,1,0.60,0.20,0.20,2016-2,Ingeniería de Sistemas y Computación Nocturna
BA172,HUMANIDADES I,22,17,5,0,0.77,0.23,0.00,2016-2,Ingeniería de Sistemas y Computación Nocturna
CB115,MATEMÁTICAS I,7,3,3,1,0.43,0.43,0.14,2016-2,Ingeniería de Sistemas y Computación Nocturna
IS923,COMUNICACIONES III,9,8,0,1,0.89,0.00,0.11,2017-1,Ingeniería de Sistemas y Computación Nocturna
